"","x","y","day","burst","states"
"139",100.756336212158,45.0530653635661,3,33,1
"140",100.756384750893,45.05307730313,3,34,1
"141",100.756376858415,45.053078223919,3,35,1
"142",100.756353444067,45.0530481009648,3,36,1
"143",100.756040638891,45.0530033769279,3,37,2
"144",100.755875949202,45.0526430853482,3,38,1
"145",100.755905151367,45.0526294050545,3,39,1
"146",100.754507446289,45.0523345947265,3,40,1
"147",100.754482777913,45.0523262023926,3,41,1
"148",100.75447950692,45.0523325163742,3,42,1
"149",100.755874896872,45.0526290104307,3,43,1
"150",100.755908966065,45.0526363372803,3,44,1
"151",100.755793253581,45.052677154541,3,45,1
"152",100.755756246633,45.0526688674401,3,46,1
"153",100.755753072103,45.0526521046956,3,47,1
"154",100.756773586931,45.0505772294669,3,48,1
"155",100.756806735335,45.0505690739073,3,49,1
"156",100.756808576913,45.0505867004395,3,50,1
"157",100.756772271518,45.0505655222926,3,51,1
"158",100.756777270087,45.0505706524027,3,52,1
"159",100.756771745353,45.0505723624394,3,53,1
"160",100.774627685547,45.0558929443359,4,1,4
"161",100.774634552002,45.0558499654134,4,2,1
"162",100.774627685547,45.0560155408135,4,3,1
"163",100.77463200887,45.0560305277506,4,4,1
"164",100.77582804362,45.0561061859131,4,5,1
"165",100.775843916268,45.0560915716763,4,6,1
"166",100.775847862507,45.0561099874562,4,7,1
"167",100.775898742676,45.0560839335124,4,8,1
"168",100.772173388251,45.055636833454,4,9,1
"169",100.772169968178,45.0556618262981,4,10,1
"170",100.772182973226,45.05564549764,4,11,1
"171",100.772178649902,45.0556115468343,4,12,1
"172",100.758073214827,45.0536318811877,4,13,1
"173",100.743492380778,45.0458595275879,4,14,3
"174",100.69846496582,45.0386366526286,4,15,3
"175",100.660963650407,45.0399175183526,4,16,1
"176",100.637045761634,45.0307725051354,4,17,1
"177",100.636941317854,45.0307371205297,4,18,1
"178",100.636923428239,45.0307483015389,4,19,1
"179",100.636796061198,45.0306989034017,4,20,4
"180",100.636947631836,45.0306645711263,4,21,4
"181",100.636864217122,45.0308078765869,4,22,1
"182",100.636864497744,45.0307581671353,4,23,1
"183",100.632651774088,45.0183053334554,4,24,2
"184",100.668553415934,44.9747278849284,4,25,2
"185",100.674905395508,44.9635236104329,4,26,1
"186",100.67486928304,44.96357421875,4,27,1
"187",100.674815114339,44.9635409037272,4,28,1
"188",100.674829610189,44.9635498046875,4,29,4
"189",100.710122426351,44.9694630940755,4,30,3
"190",100.75059967041,45.0516863505046,4,31,3
"191",100.750414881213,45.0473371045343,4,32,4
"192",100.750366465251,45.0472571055094,4,33,1
"193",100.750329081217,45.0472469329834,4,34,1
"194",100.750298563639,45.0472440083822,4,35,1
"195",100.750308858937,45.047226215231,4,36,1
"196",100.753490447998,45.0492033640544,4,37,2
"197",100.766859383419,45.0819041811187,4,38,2
"198",100.791789877004,45.096977365428,4,39,2
"199",100.796582539876,45.0604251861572,4,40,1
"200",100.796616363525,45.0604131062826,4,41,1
"201",100.796578505943,45.0604482190363,4,42,1
"202",100.796576690674,45.0604352315267,4,43,1
"203",100.796599578858,45.060416285197,4,44,1
"204",100.7965675354,45.0604244232178,4,45,1
"205",100.796587713834,45.0604186222471,4,46,1
"206",100.802212778727,45.0613347371419,4,47,2
"207",100.754972585042,45.022155380249,4,48,1
"208",100.755053026923,45.0222487614073,4,49,1
"209",100.75502198318,45.0222946693157,4,50,1
"210",100.755001322428,45.0223119099935,4,51,1
"211",100.755878053863,45.0222146922144,4,52,1
"212",100.771991729736,45.0607566833496,4,53,1
"213",100.779075622559,45.0565910339355,5,1,4
"214",100.778961181641,45.0567900558998,5,2,4
"215",100.761539853852,45.0514100173424,5,3,1
"216",100.761573791504,45.051355822333,5,4,1
"217",100.761564127604,45.0513810475667,5,5,1
"218",100.761568003687,45.0513556907917,5,6,1
"219",100.761552174886,45.0514149983724,5,7,1
"220",100.761621348063,45.0514119466146,5,8,1
"221",100.761602204422,45.0514164628654,5,9,1
"222",100.755464751145,45.0521770345754,5,10,3
"223",100.746980539958,45.048451868693,5,11,1
"224",100.747223689638,45.0451144514413,5,12,1
"225",100.748389145423,45.0434036254883,5,13,1
"226",100.748367055257,45.0433895111084,5,14,1
"227",100.748246554671,45.0434401939655,5,15,4
"228",100.738953689049,45.0447225899532,5,16,1
"229",100.73885345459,45.0436716715495,5,17,1
"230",100.714652752054,45.017323855696,5,18,2
"231",100.734901691305,44.994145228945,5,19,3
"232",100.662354532878,45.0685094197591,5,20,4
"233",100.662353252542,45.0683827893487,5,21,4
"234",100.661878967285,45.068915049235,5,22,4
"235",100.656763537177,45.0696397978684,5,23,1
"236",100.600639343262,45.066684850057,5,24,2
"237",100.599914042155,45.0531105041504,5,25,3
"238",100.592458527664,45.0744497364965,5,26,2
"239",100.67319056193,45.0666043599446,5,27,1
"240",100.711910247803,45.0719888051351,5,28,1
"241",100.71565246582,45.0507583618164,5,29,2
"242",100.73146387736,45.0406272888184,5,30,1
"243",100.731895955403,45.0406140645345,5,31,1
"244",100.731869664685,45.0405999545393,5,32,1
"245",100.731900971511,45.0405953505943,5,33,1
"246",100.731882985433,45.0405966440836,5,34,1
"247",100.73188650197,45.0405992968329,5,35,1
"248",100.7318875543,45.0406036376953,5,36,1
"249",100.731873575846,45.0405976613362,5,37,1
"250",100.731872032428,45.0406204749798,5,38,1
"251",100.731943511963,45.0406117757161,5,39,1
"252",100.736341349284,45.0448937733968,5,40,3
"253",100.750309911268,45.047556646939,5,41,1
"254",100.751127571895,45.0471368986985,5,42,1
"255",100.751102579051,45.0470595524229,5,43,1
"256",100.75105338261,45.0470778366615,5,44,1
"257",100.751102315968,45.0471342678728,5,45,1
"258",100.75109021417,45.0471084857809,5,46,1
"259",100.751122573326,45.047096515524,5,47,1
"260",100.751120994831,45.0471113796892,5,48,1
"261",100.757219696045,45.0528231302897,5,49,3
"262",100.795660146078,45.0597819010417,5,50,1
"263",100.795649824471,45.0597610473633,5,51,1
"264",100.795708491884,45.0598237925562,5,52,4
"265",100.795680999756,45.0598087310791,5,53,4
"266",100.801879882812,45.0601654052734,6,1,4
"267",100.801418172902,45.060189214246,6,2,1
"268",100.801549021403,45.0594772338867,6,3,1
"269",100.80643641154,45.0582021077474,6,4,1
"270",100.806418583311,45.0582196465854,6,5,1
"271",100.806346761769,45.0582350369157,6,6,1
"272",100.807910664876,45.0526889801025,6,7,1
"273",100.807594562399,45.0524823418979,6,8,1
"274",100.807590353078,45.0524697139345,6,9,1
"275",100.807599131266,45.0524730682373,6,10,1
"276",100.807607453445,45.0524978637695,6,11,1
"277",100.807606664197,45.0524576121363,6,12,1
"278",100.807619984945,45.0524831136068,6,13,1
"279",100.807594036234,45.0524598483381,6,14,1
"280",100.807605611867,45.0524707662648,6,15,1
"281",100.807632191976,45.0525067647298,6,16,1
"282",100.807576409702,45.0524979953108,6,17,1
"283",100.807576146619,45.0524943121548,6,18,1
"284",100.80760828654,45.0524885813395,6,19,1
"285",100.807175208782,45.0523463282092,6,20,1
"286",100.807163370067,45.0523480382459,6,21,1
"287",100.80675684611,45.0522164662679,6,22,1
"288",100.806740070211,45.0522005804654,6,23,1
"289",100.806776112524,45.0521918987406,6,24,1
"290",100.806839752197,45.0540256500244,6,25,1
"291",100.805875580886,45.055043319176,6,26,1
"292",100.805870582317,45.0550312173778,6,27,1
"293",100.805887349446,45.055074818929,6,28,1
"294",100.8059521993,45.0550987243652,6,29,1
"295",100.805862952923,45.0550567363871,6,30,1
"296",100.805873213143,45.0550464761668,6,31,1
"297",100.80584487915,45.0550177256266,6,32,1
"298",100.805916358685,45.0550239826071,6,33,1
"299",100.805841380152,45.0550308227539,6,34,1
"300",100.805946858724,45.055025990804,6,35,1
"301",100.805918629964,45.0550498962402,6,36,1
"302",100.805909220378,45.0550411224365,6,37,1
"303",100.805852166538,45.0550592356715,6,38,1
"304",100.805808766683,45.055069732666,6,39,1
"305",100.805881894868,45.0550572625522,6,40,1
"306",100.805907413877,45.0550295073411,6,41,4
"307",100.805839029948,45.0550579071045,6,42,1
"308",100.805877685547,45.055043319176,6,43,1
"309",100.805817965803,45.055062261121,6,44,1
"310",100.817478837638,45.0557111542801,6,45,1
"311",100.825014574774,45.0511068146804,6,46,1
"312",100.824700419108,45.0512756347656,6,47,1
"313",100.839725889009,45.0556007911419,6,48,1
"314",100.840232849121,45.0550871224239,6,49,1
"315",100.84051844279,45.0558645884196,6,50,1
"316",100.840516662598,45.0558762868245,6,51,1
"317",100.84047330659,45.0558759755102,6,52,1
"318",100.839191436767,45.0567665100098,6,53,1
"319",100.83423614502,45.0567779541016,7,1,4
"320",100.834178670247,45.0568375905355,7,2,1
"321",100.833999633789,45.0571516628923,7,3,1
"322",100.82798538208,45.0592182159424,7,4,3
"323",100.827452034786,45.059308150719,7,5,1
"324",100.82739054362,45.0593490600586,7,6,1
"325",100.827359008789,45.0593636830648,7,7,1
"326",100.827427568107,45.0593090715079,7,8,1
"327",100.827484893799,45.0593208312988,7,9,1
"328",100.82740020752,45.0593060811361,7,10,1
"329",100.82589670817,45.0581729888916,7,11,1
"330",100.831442997373,45.0563525495858,7,12,1
"331",100.831436157227,45.0563861846924,7,13,1
"332",100.831434578731,45.0563926696777,7,14,1
"333",100.832002258301,45.0560143788655,7,15,1
"334",100.832029671505,45.0561312971444,7,16,1
"335",100.836182912191,45.0579897562663,7,17,1
"336",100.836374743231,45.0582685799434,7,18,1
"337",100.836377110975,45.0583511878704,7,19,1
"338",100.836140696208,45.0576717376709,7,20,1
"339",100.836122710129,45.0576684886011,7,21,1
"340",100.836204528809,45.0576246853533,7,22,1
"341",100.836175028483,45.057653427124,7,23,1
"342",100.836359747525,45.0572566328378,7,24,1
"343",100.836378224691,45.0572475433349,7,25,1
"344",100.836405944824,45.0572792053223,7,26,1
"345",100.836417888773,45.0572834672599,7,27,1
"346",100.836362378351,45.057294122104,7,28,1
"347",100.836400604248,45.0572971343994,7,29,4
"348",100.836414205617,45.0572887289113,7,30,4
"349",100.836402366901,45.0572859665443,7,31,1
"350",100.836853816591,45.0562056179704,7,32,1
"351",100.834768097976,45.056714025037,7,33,1
"352",100.833930969238,45.0574645996094,7,34,1
"353",100.820110452586,45.0567638791841,7,35,2
"354",100.81280263265,44.9968070983887,7,36,3
"355",100.807802073161,44.9832736968994,7,37,4
"356",100.776578776042,44.9914896647135,7,38,2
"357",100.778227707435,45.0389160945498,7,39,2
"358",100.862860580971,45.0519297369595,7,40,2
"359",100.869974772135,45.0514133453369,7,41,1
"360",100.87161070725,45.0525019415494,7,42,1
"361",100.834104410807,45.0541756947835,7,43,1
"362",100.836504364014,45.0554191589356,7,44,1
"363",100.83752263387,45.0553447723389,7,45,1
"364",100.837502543132,45.0552613576253,7,46,1
"365",100.837463378906,45.0552690440211,7,47,1
"366",100.837427520752,45.0552658081055,7,48,1
"367",100.837444173879,45.0553390239847,7,49,1
"368",100.837441806136,45.0553003508469,7,50,1
"369",100.837437947591,45.0552900950114,7,51,1
"370",100.834495544434,45.0564479827881,7,52,1
"371",100.833999633789,45.0570259094238,8,1,4
"372",100.844314575195,45.0617796579997,8,2,4
"373",100.844277954102,45.0616273244222,8,3,1
"374",100.844202168782,45.0615974426269,8,4,1
"375",100.844228108724,45.0615928649902,8,5,1
"376",100.844224074791,45.0615865773168,8,6,1
"377",100.844260906351,45.0615605321424,8,7,1
"378",100.844265378755,45.0615367231698,8,8,1
"379",100.844269561768,45.0615484873454,8,9,1
"380",100.844241175158,45.0615501403809,8,10,1
"381",100.844223285543,45.0615463256836,8,11,1
"382",100.84359664917,45.0606321970621,8,12,1
"383",100.845596313477,45.0594940185547,8,13,1
"384",100.844783125253,45.0603087852741,8,14,1
"385",100.845297977842,45.0606089624865,8,15,1
"386",100.845250096815,45.0606125141012,8,16,1
"387",100.845276141989,45.0605841011837,8,17,1
"388",100.845252464558,45.0605725255506,8,18,1
"389",100.845301660998,45.0605677900643,8,19,1
"390",100.845239573512,45.0606134348902,8,20,4
"391",100.844371401031,45.0601871095855,8,21,1
"392",100.845089975993,45.0602701822917,8,22,1
"393",100.845123291016,45.0603132576778,8,23,1
"394",100.845148020777,45.0603061544484,8,24,1
"395",100.845161692301,45.0603332519531,8,25,1
"396",100.845143022208,45.0603328573293,8,26,1
"397",100.845115661621,45.0603240440632,8,27,1
"398",100.84513802364,45.0603352250724,8,28,1
"399",100.84427300815,45.0597894602809,8,29,1
"400",100.84795616413,45.0611738007644,8,30,2
"401",100.869752028893,45.0513143868282,8,31,2
"402",100.884867095947,45.0507537841797,8,32,1
"403",100.884329960264,45.055556067105,8,33,2
"404",100.840631612142,45.0559354146322,8,34,3
"405",100.847995503743,45.0564018249512,8,35,1
"406",100.848873533052,45.0557190467571,8,36,1
"407",100.848991648356,45.0557582855225,8,37,4
"408",100.850717926026,45.0556809743245,8,38,1
"409",100.850713532546,45.0556936592891,8,39,1
"410",100.850718268033,45.0557104965736,8,40,1
"411",100.850704447428,45.0557285308838,8,41,1
"412",100.850708007812,45.0557169420966,8,42,1
"413",100.850727739005,45.055692212335,8,43,1
"414",100.850723775228,45.0556636810303,8,44,1
"415",100.850673807078,45.0556952377846,8,45,1
"416",100.850686435042,45.0556741911789,8,46,1
"417",100.839003753662,45.0563710530599,8,47,1
"418",100.839399929704,45.0568969989645,8,48,1
"419",100.839376252273,45.0568767416066,8,49,1
"420",100.83937493686,45.0568833186709,8,50,1
"421",100.838261571424,45.0572233528926,8,51,1
"422",100.838172912597,45.0572471618652,8,52,1
"423",100.844337463379,45.0609359741211,9,1,4
"424",100.844044915561,45.0610961914062,9,2,4
"425",100.843576365504,45.0598377359325,9,3,1
"426",100.843353780111,45.0597769419352,9,4,1
"427",100.843509928386,45.0597197214762,9,5,1
"428",100.843517171926,45.0597806470147,9,6,1
"429",100.843511454265,45.0597965240479,9,7,1
"430",100.843570963542,45.0597885131836,9,8,1
"431",100.843510331779,45.0597534179688,9,9,1
"432",100.843503316243,45.0597888946533,9,10,1
"433",100.843864186605,45.0618569691976,9,11,1
"434",100.843852865285,45.06186636563,9,12,1
"435",100.843901062012,45.0618640899658,9,13,1
"436",100.843888092041,45.0618529001872,9,14,1
"437",100.843902842204,45.0618287404378,9,15,1
"438",100.843836466471,45.0618810017904,9,16,1
"439",100.843841289652,45.0618901746026,9,17,1
"440",100.843904955634,45.0618416358684,9,18,1
"441",100.844268035889,45.0597737630208,9,19,1
"442",100.844261958682,45.0596809387207,9,20,1
"443",100.844148307011,45.0596779132712,9,21,1
"444",100.844121551514,45.0596831003825,9,22,1
"445",100.843578470164,45.0597480247761,9,23,1
"446",100.844289319269,45.0606464517527,9,24,1
"447",100.844239044189,45.0597937266032,9,25,1
"448",100.844164091965,45.0597524971798,9,26,1
"449",100.844132232666,45.0596706390381,9,27,1
"450",100.843568166097,45.0597579956055,9,28,1
"451",100.843596622861,45.0597785423542,9,29,1
"452",100.843400573731,45.0597592671712,9,30,1
"453",100.843301391602,45.0596318562825,9,31,1
"454",100.842544555664,45.058974202474,9,32,1
"455",100.842602959995,45.0589912677634,9,33,1
"456",100.842468770345,45.0589619954427,9,34,1
"457",100.842601267497,45.0590169270833,9,35,1
"458",100.842621112692,45.0590119197451,9,36,1
"459",100.842533874512,45.0590212504069,9,37,1
"460",100.84250310262,45.0590455373128,9,38,1
"461",100.842545318603,45.0590265909831,9,39,1
"462",100.842657470703,45.0592084248861,9,40,1
"463",100.842655576509,45.0592115994157,9,41,1
"464",100.842615000407,45.0592009226481,9,42,1
"465",100.842617955701,45.0591859488652,9,43,1
"466",100.842643737793,45.0591541290283,9,44,1
"467",100.842605853903,45.0591357000943,9,45,1
"468",100.842632688325,45.0591400409567,9,46,1
"469",100.842651621501,45.0591637929281,9,47,1
"470",100.842602284749,45.0591590881348,9,48,1
"471",100.84420250202,45.0597490771064,9,49,1
"472",100.843560054385,45.0597334236934,9,50,1
"473",100.843516119595,45.0597978789231,9,51,1
"474",100.843444824219,45.0597400665283,9,52,1
"475",100.846832275391,45.0640602111816,10,1,4
"476",100.842036806304,45.0612247072417,10,2,3
"477",100.845226796468,45.0603546142578,10,3,1
"478",100.844889410611,45.0601502780257,10,4,4
"479",100.844220479329,45.0597396850586,10,5,1
"480",100.854153442383,45.0615931193034,10,6,1
"481",100.854187011719,45.0615865773168,10,7,1
"482",100.854019673665,45.0611550649007,10,8,1
"483",100.853896568561,45.0611670921589,10,9,1
"484",100.853897357809,45.0611781416268,10,10,1
"485",100.853942362467,45.0611839294434,10,11,1
"486",100.854061784415,45.0611893226361,10,12,1
"487",100.85397628258,45.0611876125993,10,13,1
"488",100.853966522217,45.0611841837565,10,14,1
"489",100.853821590029,45.0587267382392,10,15,4
"490",100.872421790814,45.0450642026704,10,16,4
"491",100.874835205078,45.0484525044759,10,17,4
"492",100.872929803256,45.0516612611968,10,18,1
"493",100.867617113837,45.0501363030795,10,19,1
"494",100.867582194011,45.0501383463542,10,20,1
"495",100.867610799855,45.0501253851529,10,21,1
"496",100.867576072956,45.050131436052,10,22,1
"497",100.867612202962,45.0501509348551,10,23,1
"498",100.867616324589,45.0501328830061,10,24,1
"499",100.86761842925,45.050117624217,10,25,1
"500",100.867600250244,45.0501172383626,10,26,1
"501",100.867593699488,45.0501353822905,10,27,1
"502",100.86768393681,45.0501269636483,10,28,1
"503",100.867589314779,45.0501552581787,10,29,1
"504",100.867297617594,45.0503880818685,10,30,1
"505",100.87191062138,45.0451691726159,10,31,1
"506",100.871890364022,45.0451746973498,10,32,1
"507",100.884215037028,45.0243493398031,10,33,2
"508",100.990449839625,45.0007405774347,10,34,2
"509",101.122261864798,44.8423313413347,10,35,3
"510",101.239384355216,44.7049115937332,10,36,3
"511",101.388219451904,44.6225336710612,10,37,3
"512",101.44992090861,44.6400812784831,10,38,1
"513",101.592286682129,44.619292195638,10,39,3
"514",101.716177052465,44.5921759769834,10,40,3
"515",101.934094746908,44.6016857147217,10,41,3
"516",102.169278111951,44.6562207978347,10,42,2
"517",102.291553365773,44.5466282285493,10,43,3
"518",102.297472635905,44.4625522613525,10,44,3
"519",102.304672504294,44.4071369828849,10,45,2
"520",102.303592427572,44.3125181833903,10,46,3
"521",102.277737058442,44.1836362378351,10,47,3
"522",102.212750752767,44.135822168986,10,48,3
"523",102.224084472656,44.0800935109456,10,49,1
"524",102.224065057163,44.0800904898808,10,50,1
"525",102.224050394694,44.0800935109457,10,51,1
"526",102.209747314453,44.093132019043,11,1,4
"527",102.209838604105,44.093258956383,11,2,1
"528",102.209953045023,44.0931666144009,11,3,1
"529",102.209915415446,44.093138885498,11,4,1
"530",102.209898060766,44.0931641151165,11,5,1
"531",102.211780548096,44.0924722035726,11,6,1
"532",102.21176568393,44.0924461627829,11,7,1
"533",102.211784871419,44.0923650105794,11,8,1
"534",102.211813828041,44.0923785505624,11,9,1
"535",102.211805935564,44.0923871007459,11,10,1
"536",102.211790974935,44.0923796335856,11,11,1
"537",102.136849975586,44.0957271575928,11,12,3
"538",101.999926757813,44.0563294728597,11,13,3
"539",101.923359680176,44.0543791453044,11,14,2
"540",101.809282763251,44.0228099165292,11,15,3
"541",101.787479146322,43.9544024149577,11,16,3
"542",101.872462209066,43.8544141133626,11,17,3
"543",101.918842061361,43.7740338643392,11,18,2
"544",102.014748636882,43.7007765452067,11,19,3
"545",102.126789093018,43.6354071299235,11,20,3
"546",102.281325276693,43.513960647583,11,21,2
"547",102.392656786688,43.3899897871346,11,22,3
"548",102.47720820109,43.2571317036947,11,23,2
"549",102.390026346843,43.1403376261393,11,24,2
"550",102.281058738972,43.0931575380523,11,25,3
"551",102.160848999023,43.0287431081136,11,26,3
"552",102.025533803304,42.9060502370199,11,27,3
"553",102.044682312012,42.8295181274414,11,28,3
"554",101.899895731608,42.7228502909342,11,29,2
"555",101.748367818197,42.6476993560791,11,30,2
"556",101.651830738988,42.5618262455381,11,31,3
"557",101.535833994548,42.4813486735026,11,32,2
"558",101.423867289225,42.3894213358561,11,33,2
"559",101.293730926514,42.3443780263265,11,34,2
"560",101.263099144245,42.2626824214541,11,35,3
"561",101.319805539888,42.1842840786638,11,36,3
"562",101.480123138428,42.0372375488281,11,37,3
"563",101.586317698161,41.9272961934408,11,38,3
"564",101.674034118652,41.8590728496683,11,39,3
"565",101.909792932971,41.7699504720754,11,40,3
"566",102.058060744713,41.6936531066895,11,41,2
"567",102.173994445801,41.6157435099284,11,42,2
"568",102.355663694184,41.4712352094979,11,43,3
"569",102.504810333252,41.3481232961019,11,44,3
"570",102.515962534937,41.2620862763503,11,45,2
"571",102.498599874562,41.0845767054064,11,46,3
"572",102.595506032308,40.9057796478271,11,47,3
"573",102.618636821878,40.8019446011247,11,48,3
"574",102.632311853869,40.7784418566473,11,49,3
"575",102.600503794352,40.7160428365072,11,50,2
"576",102.600093841553,40.7156314849854,11,51,4
"577",102.564834594727,40.7182655334473,12,1,4
"578",102.564942423503,40.7182223002116,12,2,4
"579",102.564730072022,40.7182866414388,12,3,1
"580",102.564730940194,40.7183277524751,12,4,1
"581",102.564785512288,40.7183176676432,12,5,1
"582",102.564825439453,40.7183470408122,12,6,1
"583",102.564792238433,40.7183534030257,12,7,1
